,SigC800,SigBr730,EpsC800,EpsBr730,density,density_err
453,0.46632,0.22871,0.56170,1.99682,1387.26,0.95
454,0.65228,0.74347,0.28517,2.63448,609.683,0.49
455,0.38773,0.40516,0.95367,1.21282,1385.01,0.7
456,0.44381,0.47925,0.34702,1.82522,1384.46,10.0127
457,0.63395,0.27400,0.90355,2.27868,1041.22,1.5
458,0.52211,0.65514,0.24960,1.10188,887.543,1.5
459,0.25756,0.44132,0.56110,2.55473,1405.04,0.63
460,0.20172,0.70945,0.79283,2.99350,722.88,0.42
461,0.53717,0.36902,0.48896,1.41510,1347.5,1.6
462,0.72548,0.61038,0.66415,2.21486,736.819,0.95
463,0.31562,0.26130,0.11531,1.63707,1370.79,1.9
464,0.32305,0.58728,0.89096,2.72850,1199.88,1.2
465,0.73819,0.25110,0.34404,1.18129,628.695,6.9
466,0.54915,0.69496,0.50285,2.44987,777.763,0.95
467,0.20959,0.35021,0.20089,1.90327,1376.29,0.9
468,0.23108,0.66535,0.44771,1.59147,825.517,1.3
469,0.49154,0.46442,0.75729,2.01362,1398.38,0.71
470,0.60235,0.49806,0.08958,1.36814,1307.9,1.5
471,0.41748,0.28849,0.64419,2.78968,1397.38,0.97
472,0.39861,0.73218,0.05261,2.18388,594.405,1.4
473,0.65905,0.38100,0.72303,1.73054,960.707,1.8
474,0.47236,0.55576,0.43012,2.89951,1321.92,4.2
475,0.28750,0.21313,0.85551,1.44654,1371.83,12.9672
476,0.15322,0.53393,0.61996,1.00792,1309.37,1.4
477,0.56835,0.32224,0.18689,2.58620,1338.56,0.89
478,0.68151,0.63248,0.96621,1.79422,811.519,2.7
479,0.34197,0.42940,0.28817,2.37213,1397.03,0.095
480,0.34744,0.51891,0.22523,2.77891,1381.98,1.3
481,0.69168,0.32008,0.53581,1.32594,818.126,2.8
482,0.58043,0.62603,0.37233,2.05545,1025.67,1.6
483,0.16061,0.41867,0.92787,1.60211,1375.62,1.1
484,0.29871,0.73434,0.66961,1.91582,580.713,1.6
485,0.47889,0.39603,0.12170,2.49373,1390.91,1.6
486,0.66778,0.56650,0.78642,1.13730,909.572,0.97
487,0.41202,0.21958,0.48354,2.71558,1386.7,1.4
488,0.43119,0.66320,0.82626,2.32047,885.599,0.54
489,0.61137,0.44937,0.39417,1.77387,1233.56,1.7
490,0.49777,0.48731,0.69773,2.60691,1406.59,0.45
491,0.24201,0.28206,0.02061,1.05970,1366.7,1.1
492,0.21728,0.60232,0.26000,1.49656,1108.08,1.4
493,0.56152,0.25325,0.92942,2.91810,1303,0.52
494,0.74806,0.70139,0.16243,1.71207,609.805,2.6
495,0.32824,0.36096,0.58689,2.13422,1385.55,11.4022
496,0.30806,0.68583,0.41987,1.23129,744.093,1.1
497,0.71323,0.34108,0.84624,2.68414,680.543,2.1
498,0.52713,0.57815,0.06189,1.94679,1205.33,1.7
499,0.19637,0.24197,0.73323,2.40025,1374.13,1.1
500,0.24431,0.50719,0.98771,2.08645,1373.35,0.26
501,0.51355,0.29762,0.30868,1.50866,1365.66,1.4
502,0.62730,0.67448,0.59944,2.87288,821.546,0.71
503,0.43247,0.47355,0.16544,1.29448,1366.87,1.5
504,0.37668,0.54770,0.52324,1.68105,1303.05,1.5
505,0.64592,0.20508,0.22226,2.22778,1138.55,2.9
506,0.45746,0.72412,0.86963,1.40255,617.169,1.7
507,0.26264,0.37295,0.32363,2.94963,1393.87,0.31
508,0.17808,0.64054,0.08043,2.51290,974.536,0.56
509,0.58325,0.43746,0.63406,1.09124,1260.93,1.3
510,0.69465,0.54199,0.45779,2.28945,922.53,1.7
511,0.36389,0.33030,0.76645,1.86742,1386.81,1.2
512,0.36352,0.64233,0.38567,1.63207,930.686,1.4
513,0.69428,0.43722,0.81871,2.21034,808.819,1.5
514,0.58243,0.54324,0.02814,1.40863,1290.46,1.8
515,0.17726,0.32952,0.70622,2.98654,1387.12,1.3
516,0.26328,0.54640,0.95300,2.55022,1325.71,3.1
517,0.45810,0.20578,0.28262,1.09688,1372.47,1.3
518,0.64640,0.72228,0.56428,2.27173,680.335,0.46
519,0.37716,0.37311,0.13887,1.81875,1378.33,0.62
520,0.43328,0.50527,0.55794,1.20562,1360.79,1.5
521,0.62811,0.29800,0.24833,2.62777,1202.83,2.4
522,0.51393,0.67309,0.90479,1.99206,864.583,0.66
523,0.24469,0.47446,0.35021,2.41360,1400.01,1.2
524,0.19588,0.68727,0.11464,2.10045,741.226,1.1
525,0.52664,0.34024,0.66159,1.55324,1358.79,0.87
526,0.71261,0.58012,0.49154,2.81597,904.922,6.8
527,0.30743,0.24167,0.79347,1.26937,1371.17,0.56
528,0.32893,0.60323,0.19773,2.36567,1129.74,0.99
529,0.74875,0.25187,0.50157,1.78726,522.113,4.7
530,0.56205,0.70177,0.34528,2.58119,735.12,1.1
531,0.21782,0.35905,0.89415,1.00340,1365.12,0.27
532,0.24165,0.66290,0.64352,1.43958,837.411,0.89
533,0.49741,0.45135,0.08702,2.89304,1409.23,0.37
534,0.61057,0.48647,0.75987,1.72603,1188.62,0.42
535,0.43039,0.28350,0.44835,2.17888,1388.9,1.1
536,0.41148,0.73356,0.85235,2.78492,649.066,0.36
537,0.66724,0.39728,0.42885,1.36289,991.864,2.1
538,0.47821,0.56626,0.72427,2.00642,1268.27,1.2
539,0.29803,0.22136,0.05580,1.58476,1367.98,1.7
540,0.16140,0.51907,0.28750,1.89802,1353.51,0.84
541,0.58123,0.31824,0.96366,2.44511,1255.05,1.8
542,0.69204,0.62673,0.18948,1.17457,869.167,1.7
543,0.34781,0.41736,0.62060,2.72129,1406.48,1.3
544,0.34157,0.53411,0.92520,2.12702,1342.88,0.87
545,0.68112,0.32039,0.37154,1.70536,932.685,2.1
546,0.56752,0.63319,0.53656,2.91334,1009.65,0.56
547,0.15239,0.42809,0.22794,1.49131,1370.85,1.4
548,0.28815,0.73141,0.48238,1.05299,572.53,2.9
549,0.47301,0.38224,0.78338,2.59971,1405.88,10.9702
550,0.65956,0.55553,0.12477,1.76863,1156.65,1.4
551,0.39911,0.21491,0.67074,2.31572,1387.62,0.77
552,0.41832,0.66504,0.01794,2.71057,864.462,0.34
553,0.60319,0.46640,0.69694,1.13278,1198.99,0.73
554,0.49193,0.49722,0.39493,2.48726,1394.49,0.7
555,0.23147,0.28994,0.82896,1.90886,1375.89,0.54
556,0.20909,0.58818,0.58573,1.59760,1169.05,1.6
557,0.54865,0.24973,0.15939,2.05045,1346.94,12.5411
558,0.73753,0.69532,0.93250,1.31898,568.778,1.3
559,0.32239,0.34830,0.26112,2.77245,1388.19,1.3
560,0.31628,0.71090,0.73056,1.86266,653.991,1.1
561,0.72614,0.36818,0.06110,2.28420,1091.91,2.4
562,0.53769,0.61236,0.84700,1.08404,1099.81,0.73
563,0.20225,0.26100,0.42257,2.50619,1376.3,0.61
564,0.25722,0.47734,0.16429,2.94439,1415.38,0.72
565,0.52177,0.27437,0.59640,1.39779,1358.9,1.9
566,0.63318,0.65377,0.31175,2.22106,905.389,0.94
567,0.44304,0.44222,0.98883,1.67385,1402.69,1.5
568,0.38721,0.57432,0.32096,1.28801,1226.47,0.72
569,0.65176,0.22942,0.86885,2.86592,954.972,1.1
570,0.46565,0.74162,0.22303,1.50366,549.869,7.44468
571,0.27551,0.40533,0.52594,2.08194,1385.41,0.8
572,0.18392,0.61868,0.76529,2.39330,1072.18,1.1
573,0.59378,0.40930,0.45475,1.94032,1269.28,1.1
574,0.70752,0.51101,0.63713,2.67962,832.347,1.4
575,0.37207,0.31018,0.08156,1.22629,1368,1.3
576,0.36899,0.55847,0.65709,2.85907,1320.35,1.8
577,0.70854,0.21143,0.10346,1.31247,1014.65,1.1
578,0.59758,0.72632,0.80467,2.07323,673.788,5.82957
579,0.18245,0.38786,0.49601,1.52602,1370.9,11.363
580,0.27688,0.63402,0.24541,1.96484,1015.34,2.3
581,0.46174,0.42673,0.54638,2.38638,1406.31,0.78
582,0.65093,0.52684,0.36174,1.24871,1084.73,1.2
583,0.39048,0.32820,0.90774,2.67085,1402.36,0.82
584,0.44686,0.69239,0.27046,2.30676,754.765,12
585,0.63172,0.35177,0.94949,1.85379,1113.96,1.9
586,0.51841,0.59327,0.14241,2.53057,1182.85,0.95
587,0.25796,0.24411,0.57641,1.07723,1367.6,0.47
588,0.20132,0.49640,0.80813,1.38897,1357.01,1.2
589,0.54087,0.29130,0.38176,2.96688,1354.6,11.8246
590,0.72771,0.67231,0.71009,1.66711,638.84,1.9
591,0.31257,0.45860,0.03874,2.24538,1395.68,0.93
592,0.32374,0.64815,0.96753,1.15516,920.769,1.8
593,0.73360,0.44731,0.29810,2.70189,781.709,14.4538
594,0.54779,0.48081,0.61003,1.93329,1345.97,1.7
595,0.21235,0.27143,0.18557,2.48038,1375.16,1.2
596,0.22834,0.60456,0.43239,2.04170,1131.05,0.47
597,0.49289,0.26826,0.86447,1.62004,1387.7,0.85
598,0.60693,0.71226,0.04364,2.76550,699.541,0.59
599,0.41679,0.36735,0.72076,1.34348,1388.55,0.77
600,0.39820,0.51664,0.09855,1.69856,1351.77,0.72
601,0.66276,0.30510,0.64647,2.15141,944.66,1.8
602,0.47459,0.61520,0.44543,1.48243,1067.65,1.7
603,0.28446,0.41224,0.74831,2.93589,1406.48,0.72
604,0.15626,0.74942,0.51277,2.62403,555.719,1.2
605,0.56612,0.39807,0.20220,1.04624,1326.79,1.1
606,0.67781,0.57296,0.88965,2.33820,976.023,1.1
607,0.34236,0.23024,0.33411,1.75980,1372.73,12.3106
608,0.35576,0.71719,0.14867,1.35401,624.93,1.8
609,0.68652,0.37873,0.58174,2.80747,874.787,0.29
610,0.57263,0.54934,0.26514,1.57795,1254.48,1.5
611,0.16745,0.20230,0.94319,2.03080,1365.14,0.99
612,0.29187,0.53597,0.68493,2.46760,1343.84,1.3
613,0.48669,0.33733,0.01451,1.88920,1374.35,0.53
614,0.67294,0.64315,0.83235,2.74561,909.821,0.62
615,0.40371,0.43586,0.40697,1.16782,1373.99,0.79
616,0.42200,0.58521,0.78031,1.81172,1206.65,6.3
617,0.61682,0.23605,0.47073,2.35881,1168.24,0.94
618,0.50528,0.68433,0.68242,1.02576,782.831,1.5
619,0.23604,0.34371,0.12780,2.57248,1380.15,12.732
620,0.22324,0.68036,0.36719,2.88612,817.417,0.7
621,0.55401,0.46666,0.91412,1.46409,1322.33,0.74
622,0.74261,0.50445,0.23899,2.17011,798.973,11.4414
623,0.33743,0.29936,0.54094,1.74844,1379.5,1.3
624,0.30122,0.48995,0.46580,2.65216,1403.23,0.94
625,0.72104,0.28056,0.76967,1.19882,633.529,1.7
626,0.53229,0.65728,0.07721,2.43615,905.208,0.68
627,0.18805,0.45644,0.62605,1.98318,1385.18,0.58
628,0.25263,0.70313,0.88052,1.54650,676.995,0.86
629,0.50839,0.35822,0.32399,2.12478,1376.5,1.1
630,0.61949,0.59543,0.52287,1.26055,1052.49,2.1
631,0.43932,0.25913,0.21137,2.83846,1385.4,1.2
632,0.38265,0.62326,0.59979,2.20166,1051.7,0.89
633,0.63841,0.42030,0.17632,1.65445,1223.72,1.5
634,0.45201,0.52469,0.97682,2.97966,1397.69,1.8
635,0.27184,0.31315,0.30832,1.43306,1371.94,0.55
636,0.16888,0.56490,0.06512,1.11932,1244.76,0.92
637,0.58870,0.22219,0.74125,2.54147,1228.65,0.65
638,0.70216,0.74137,0.41185,1.84325,539.922,1.6
639,0.35792,0.39001,0.84301,2.26479,1398.37,1.1
640,0.36045,0.49871,0.04798,1.99944,1376.14,0.74
641,0.70058,0.28704,0.71642,2.42110,740.526,2.3
642,0.58670,0.66656,0.43667,1.21313,832.269,9.77273
643,0.17215,0.46347,0.86020,2.63516,1407.51,0.81
644,0.26843,0.69806,0.61335,2.82348,753.167,0.43
645,0.45387,0.34684,0.18226,1.27675,1369.53,0.59
646,0.64013,0.59088,0.97091,2.10784,1076.63,0.63
647,0.38027,0.24830,0.29472,1.56076,1377.28,1.1
648,0.43606,0.63184,0.88633,1.41686,999.921,0.83
649,0.62151,0.43086,0.33743,2.99465,1249.7,1.2
650,0.50996,0.53271,0.50940,1.64020,1327.04,0.89
651,0.25010,0.32319,0.20558,2.21860,1377.06,0.73
652,0.19043,0.55266,0.44110,2.27983,1295.84,1.3
653,0.53057,0.21650,0.75266,1.82698,1350.45,0.93
654,0.71917,0.72857,0.09427,2.55847,652.72,0.66
655,0.30461,0.38380,0.65074,1.10501,1366.71,1.3
656,0.33402,0.74415,0.35746,2.01380,559.568,0.77
657,0.74447,0.40367,0.91201,1.59226,561.267,1.9
658,0.55573,0.57682,0.24108,2.79243,1241.4,1.3
659,0.22087,0.22779,0.55072,1.37028,1369.63,1.5
660,0.23856,0.51284,0.80129,1.18207,1337.68,11.6296
661,0.50370,0.30761,0.49939,2.72867,1382.38,1.9
662,0.61481,0.62054,0.65377,1.90540,1070.62,1.7
663,0.42526,0.40670,0.10678,2.45261,1394.84,0.8
664,0.40609,0.60969,0.71347,2.58942,1123.79,0.44
665,0.67123,0.26280,0.03536,1.01151,1265.6,1.1
666,0.48482,0.70826,0.81146,2.37379,728.247,0.45
667,0.29527,0.36994,0.37845,1.79551,1376.34,0.77
668,0.16420,0.65208,0.14669,1.73413,882.665,0.63
669,0.57465,0.44465,0.57214,2.18710,1313.05,0.96
670,0.68810,0.47561,0.27479,1.44783,987.991,2.4
671,0.35323,0.27683,0.94515,2.90117,1393.64,1.6
672,0.34555,0.67570,0.51860,2.49438,789.064,1.5
673,0.67573,0.47260,0.21566,1.91611,1097.51,1.8
674,0.56476,0.50784,0.87618,2.71785,1330.41,0.85
675,0.15900,0.29616,0.32833,1.13994,1366.4,1.2
676,0.28157,0.58175,0.07383,1.32623,1196.41,0.56
677,0.47581,0.23918,0.62943,2.77957,1391.85,0.3
678,0.66499,0.68893,0.46249,1.60475,703.89,1.9
679,0.39516,0.33771,0.77300,2.05772,1392.94,1.3
680,0.41404,0.54077,0.41524,2.92182,1346.75,1.5
681,0.60828,0.33125,0.83963,1.49967,1163.04,1.4
682,0.49498,0.63989,0.06844,2.13538,984.846,0.95
683,0.22515,0.43892,0.73793,1.71384,1378.33,1.1
684,0.21538,0.72052,0.98110,1.77698,621.202,1.2
685,0.54556,0.37575,0.30404,2.32419,1356.84,0.97
686,0.73240,0.54460,0.60414,1.06147,653.289,2.5
687,0.32664,0.20844,0.17199,2.60807,1372.88,1.1
688,0.30969,0.56769,0.83669,1.51079,1245.86,1.8
689,0.72892,0.21866,0.40264,2.08919,651.263,4.3
690,0.54310,0.73502,0.68920,1.29529,589.251,0.96
691,0.19828,0.39454,0.01024,2.87308,1397.64,1.2
692,0.26115,0.62967,0.26846,2.68688,1016.04,0.49
693,0.51633,0.41583,0.93986,1.23342,1369.8,0.91
694,0.63036,0.52197,0.15205,2.40045,1268.06,1.6
695,0.44960,0.31674,0.57836,1.94760,1391.26,0.73
696,0.39351,0.70021,0.23567,1.09252,688.928,1.8
697,0.64869,0.36188,0.54427,2.51455,1053.45,1.5
698,0.46054,0.60164,0.36380,1.87103,1148.28,0.58
699,0.27977,0.25474,0.91749,2.29269,1378.1,1.1
700,0.17969,0.48367,0.67808,2.22942,1391.05,1.3
701,0.59893,0.28489,0.13214,1.68233,1302.71,0.69
702,0.71063,0.66013,0.77604,2.95288,801.932,0.56
703,0.36580,0.45271,0.47501,1.40615,1376.84,1.1
704,0.37438,0.68166,0.75554,2.52343,794.825,8.1
705,0.70456,0.34551,0.45268,1.06997,771.665,3.6
706,0.59096,0.58257,0.63924,2.29949,1194.31,7.5
707,0.18520,0.23781,0.09130,1.84664,1370.45,1.2
708,0.27409,0.50276,0.34196,1.65984,1362.91,1.1
709,0.46833,0.30179,0.89747,2.23824,1403.85,1.2
710,0.65487,0.67863,0.19435,1.38182,748.537,1.5
711,0.38505,0.46912,0.50495,2.95961,1424.93,0.9
712,0.44175,0.55187,0.19280,2.06476,1297.61,10.3403
713,0.63599,0.20064,0.61729,1.51767,1058.16,1.9
714,0.52474,0.71969,0.29087,2.85069,683.27,0.48
715,0.25492,0.37710,0.96027,1.30397,1370.16,0.41
716,0.20440,0.64498,0.72860,1.24035,923.315,1.3
717,0.53458,0.43329,0.05146,2.66238,1396.12,0.94
718,0.72348,0.53783,0.85663,1.95635,709.769,1.4
719,0.31771,0.33472,0.42457,2.37801,1384.47,0.9
720,0.32097,0.52333,0.56856,1.47529,1338.5,1.5
721,0.74021,0.31592,0.13459,2.92863,840.589,2.3
722,0.55175,0.62187,0.95733,1.69129,1105.65,1.7
723,0.20693,0.42310,0.27828,2.14426,1388.31,0.46
724,0.23379,0.73850,0.03152,2.33094,576.005,1.8
725,0.48896,0.39160,0.70283,1.75266,1388.36,0.92
726,0.60036,0.56206,0.38899,2.61689,1263.69,0.86
727,0.41960,0.22375,0.81539,1.03898,1390.43,0.81
728,0.40127,0.65877,0.48816,1.92482,859.388,1.3
729,0.65645,0.45354,0.79685,2.47203,1016.98,5.8
730,0.47034,0.49147,0.11131,1.14679,1351.97,1.3
731,0.28958,0.27762,0.66491,2.69339,1384.41,1.3
732,0.15110,0.59817,0.90051,2.75715,1163.32,0.53
733,0.57034,0.25767,0.35448,1.33501,1302.47,1.3
734,0.68409,0.70583,0.55361,2.03321,648.945,0.78
735,0.33926,0.35679,0.25266,1.61167,1372.3,0.77
736,0.34945,0.59171,0.31602,1.01839,1170.26,1.7
737,0.68959,0.24694,0.98455,2.56499,768.512,2.4
738,0.57775,0.69080,0.16862,1.80420,725,1.3
739,0.16320,0.35464,0.59207,2.35141,1381.36,0.69
740,0.29608,0.66950,0.85038,2.16261,845.346,1.4
741,0.48153,0.45999,0.41920,1.74107,1386.01,0.74
742,0.66984,0.49362,0.73388,2.87873,1042.78,0.59
743,0.40998,0.29266,0.05778,1.45658,1373.65,1.5
744,0.42860,0.72775,0.63375,1.56971,601.199,1.6
745,0.61405,0.38516,0.08493,2.02268,1317.34,1.3
746,0.49986,0.55993,0.76198,1.34589,1278.34,1.7
747,0.24000,0.20870,0.45808,2.79923,1372.59,0.56
748,0.21932,0.52978,0.21875,2.73750,1360.55,0.79
749,0.55946,0.32667,0.53022,1.15959,1311.46,0.86
750,0.74542,0.63692,0.31662,2.45936,738.732,0.93
751,0.33086,0.42523,0.87318,1.88108,1389.72,0.89
752,0.30549,0.61274,0.12043,2.97229,1094.92,0.38
753,0.71593,0.41397,0.67507,1.42556,691.611,3.1
754,0.52924,0.51420,0.47811,2.19414,1354.36,0.92
755,0.19438,0.30679,0.78766,1.64705,1372.62,0.89
756,0.24634,0.57120,0.53325,1.83575,1231.34,1.2
757,0.51147,0.23288,0.23126,2.25741,1366.17,1.6
758,0.62463,0.74763,0.92181,1.11192,557.161,1.7
759,0.43509,0.40073,0.37491,2.53395,1401.68,0.75
760,0.37867,0.48342,0.93581,2.42791,1411,0.91
761,0.64381,0.26957,0.25780,1.97506,1138.5,1.2
762,0.45476,0.65072,0.58911,2.64403,936.932,0.45
763,0.26521,0.44548,0.15601,1.19057,1364.37,1.4
764,0.17547,0.71389,0.39927,1.25244,630.696,2.1
765,0.58592,0.36485,0.82463,2.83022,1265.81,0.86
766,0.69673,0.60622,0.02221,1.53826,1053.04,2.3
767,0.36186,0.26573,0.69266,2.11666,1385.89,0.91
768,0.36252,0.60745,0.98245,1.45749,1101.96,1.7
769,0.69739,0.26484,0.31395,2.87903,860.348,2.4
770,0.58408,0.71459,0.59417,1.73552,655.803,0.45
771,0.17364,0.36341,0.17070,2.15767,1380.56,0.23
772,0.26690,0.65007,0.41747,2.34391,927.484,0.74
773,0.45645,0.44700,0.84863,1.79730,1403.41,0.56
774,0.64329,0.48225,0.05950,2.56785,1330.4,0.75
775,0.37816,0.27053,0.73563,1.02064,1382.49,12.6902
776,0.43457,0.74638,0.08283,1.87675,544.23,1.7
777,0.62412,0.40164,0.63167,2.45466,1153.73,1.1
778,0.51316,0.57050,0.46018,1.16075,1238.59,1.1
779,0.24802,0.23431,0.76405,2.73902,1375.6,1.3
780,0.19255,0.51484,0.52850,2.80234,1386.29,0.7
781,0.52742,0.30529,0.21700,1.34937,1355.5,1.2
782,0.71660,0.61392,0.87490,2.01640,731.977,0.9
783,0.30614,0.41298,0.31837,1.56306,1375.26,0.41
784,0.33255,0.63808,0.67297,2.53633,995.46,0.44
785,0.74710,0.42427,0.11835,1.11467,837.731,1.6
786,0.55894,0.53042,0.78976,2.25039,1305.01,0.7
787,0.21881,0.32515,0.48018,1.82837,1373.07,0.95
788,0.24066,0.55921,0.22954,1.64198,1266.7,1.4
789,0.50052,0.21015,0.53149,2.18871,1373.01,0.88
790,0.61222,0.72651,0.37664,1.42599,604.874,9.40001
791,0.42677,0.38606,0.92357,2.97308,1418.5,0.84
792,0.40815,0.49244,0.25569,2.10988,1387.24,1.3
793,0.66801,0.29364,0.93373,1.53209,876.438,2.3
794,0.48219,0.66888,0.15812,2.83383,858.521,0.42
795,0.29674,0.46149,0.59119,1.25543,1367.55,0.31
796,0.16269,0.69150,0.82290,1.19222,719.987,1.1
797,0.57724,0.35320,0.39752,2.64507,1309.17,0.91
798,0.69127,0.59296,0.69438,1.97024,850.341,1.8
799,0.35113,0.24602,0.02396,2.42370,1375.72,1.2
800,0.33758,0.70654,0.45105,2.95443,725.305,0.19
801,0.68240,0.35535,0.75394,1.37603,828.209,2.2
802,0.57085,0.59939,0.09293,2.23830,1144.29,0.91
803,0.15161,0.25678,0.64084,1.66051,1368.21,0.56
804,0.28892,0.49030,0.89527,1.84865,1376.8,0.6
805,0.46968,0.27859,0.33973,2.30211,1385.05,0.33
806,0.65828,0.65812,0.50715,1.06283,798.569,1.9
807,0.40310,0.45506,0.19658,2.51568,1407.61,1.1
808,0.42143,0.56137,0.61565,2.37978,1317.47,9.80795
809,0.60219,0.22518,0.19119,1.95775,1272.89,1.1
810,0.48830,0.73725,0.96191,2.65793,647.224,0.6
811,0.23313,0.39251,0.29248,1.23626,1364.79,1.3
812,0.20744,0.62306,0.04926,1.29756,1021.37,1.1
813,0.55227,0.42211,0.72638,2.84465,1358.69,0.97
814,0.73853,0.52397,0.42677,1.52139,693.838,2.4
815,0.31929,0.31441,0.85885,2.06811,1381.65,0.7
816,0.31706,0.53847,0.13296,1.03135,1302.99,1.2
817,0.72281,0.33321,0.56696,2.60963,667.26,1.9
818,0.53641,0.64614,0.27991,1.75517,947.934,0.4
819,0.20624,0.43233,0.95894,2.33308,1396.97,0.8
820,0.25323,0.71846,0.70064,2.14481,634.974,0.54
821,0.52305,0.37801,0.02929,1.69147,1371.54,0.84
822,0.63650,0.55115,0.81759,2.92295,1166.89,0.55
823,0.44227,0.20209,0.39121,1.46998,1379.65,13.0482
824,0.38556,0.67801,0.79521,1.61490,780.984,1.6
825,0.65538,0.47062,0.48656,2.03705,1068.65,1.1
826,0.46664,0.50158,0.66654,1.32908,1366.9,1.2
827,0.27240,0.30276,0.11292,2.75062,1381.18,1.6
828,0.18702,0.58383,0.35229,2.68943,1218.12,0.64
829,0.59279,0.23690,0.89829,1.14222,1201.95,0.6
830,0.70390,0.68236,0.25486,2.47331,716.17,1.4
831,0.37372,0.34407,0.55583,1.92671,1386.48,0.6
832,0.36764,0.66109,0.21357,2.05949,843.092,0.88
833,0.71246,0.45155,0.51649,1.60615,763.143,1.9
834,0.59827,0.48518,0.33041,2.77512,1313.59,0.73
835,0.17903,0.28425,0.87830,1.32215,1369.74,1.1
836,0.28029,0.60018,0.62768,1.13353,1132.19,1.6
837,0.46105,0.25545,0.07211,2.71180,1376.87,1.4
838,0.64700,0.69930,0.77475,1.91983,692.894,0.61
839,0.39183,0.36312,0.46420,2.49774,1394.38,0.76
840,0.44791,0.52100,0.83755,2.60288,1390.66,0.46
841,0.62868,0.31792,0.41312,1.05567,1140.45,1.8
842,0.51684,0.62818,0.74001,2.32425,1053.15,1.5
843,0.26166,0.41646,0.07055,1.77765,1377.31,1.2
844,0.19762,0.73646,0.30230,1.71586,569.691,0.73
845,0.54245,0.39384,0.97938,2.13801,1351.33,1.3
846,0.73075,0.56860,0.17374,1.49253,874.697,1.8
847,0.31151,0.21741,0.60585,2.91407,1378.49,0.82
848,0.32715,0.54550,0.40055,1.95084,1309.81,0.95
849,0.73291,0.20721,0.83458,2.40430,570.374,4.6
850,0.54387,0.72196,0.01232,1.22750,603.82,2.7
851,0.21370,0.37504,0.69132,2.68035,1389.66,1.4
852,0.22698,0.63837,0.93812,2.86911,974.047,0.24
853,0.49681,0.43957,0.26675,1.29071,1368.53,11.5041
854,0.60762,0.53980,0.58011,2.09047,1199.77,0.61
855,0.41338,0.33242,0.15377,1.51268,1374.75,0.94
856,0.39450,0.68802,0.54219,1.39852,737.005,0.97
857,0.66433,0.33896,0.23356,2.94561,1101.84,13.693
858,0.47764,0.58032,0.91958,1.68484,1226.16,2.3
859,0.28340,0.23987,0.36592,2.23156,1373.49,0.84
860,0.15732,0.50935,0.13039,2.29324,1377.35,1.1
861,0.56308,0.29553,0.67636,1.87121,1303.38,1.2
862,0.67624,0.67668,0.47676,2.50887,748.128,0.9
863,0.34607,0.47141,0.77776,1.08721,1364.28,0.67
864,0.35272,0.47713,0.71482,1.55642,1377.88,1.1
865,0.68758,0.27619,0.04635,2.10314,1217.07,0.93
866,0.57633,0.65304,0.86180,1.27791,906.112,2.1
867,0.16588,0.44349,0.43830,2.82500,1409.66,0.79
868,0.29344,0.70736,0.18003,2.63827,722.854,0.34
869,0.48299,0.37118,0.61115,1.21661,1380.82,0.86
870,0.67188,0.60824,0.29695,2.41482,1033.77,0.74
871,0.40675,0.26351,0.97311,1.99279,1400.36,0.79
872,0.42592,0.61904,0.33583,1.10592,1056.16,1.4
873,0.61547,0.40733,0.88470,2.55878,1164.2,1.3
874,0.50187,0.51186,0.20718,1.82143,1357.52,1.2
875,0.23673,0.30879,0.51102,2.27489,1375.9,1.5
876,0.22255,0.57774,0.75042,2.21109,1252.8,1.7
877,0.55742,0.22654,0.43889,1.63330,1316.88,0.95
878,0.74396,0.74559,0.65297,2.99752,598.97,0.73
879,0.33351,0.40297,0.09648,1.41912,1370.96,1.2
880,0.30279,0.73002,0.91042,2.44584,663.241,0.74
881,0.71733,0.38310,0.35583,1.89924,768.019,3.9
882,0.53123,0.55355,0.55232,2.73227,1291.6,0.98
883,0.19110,0.21527,0.24270,1.18506,1365.92,1.6
884,0.24959,0.53174,0.49716,1.37193,1320.5,0.76
885,0.50945,0.32436,0.79909,2.79347,1386.89,0.99
886,0.62320,0.63031,0.10901,1.58744,960.499,1.7
887,0.43775,0.43151,0.65597,2.00959,1402.64,0.71
888,0.38195,0.58945,0.03377,2.90355,1206.95,0.91
889,0.64182,0.24900,0.71184,1.45057,1023.62,0.87
890,0.45336,0.69715,0.38004,2.18008,712.543,1.1
891,0.26791,0.34808,0.81309,1.72675,1375.89,1.2
892,0.17280,0.66755,0.56990,1.79045,816.965,1.9
893,0.58736,0.46228,0.14449,2.36836,1349.31,0.39
894,0.69875,0.50022,0.94738,1.01193,756.512,0.5
895,0.35861,0.28640,0.27700,2.59021,1384.99,0.3
896,0.35741,0.73992,0.58349,1.16813,549.901,2.4
897,0.70165,0.39072,0.15039,2.74653,1040.11,1.8
898,0.59039,0.56401,0.94143,1.88426,1237.81,0.31
899,0.17057,0.22341,0.26342,2.46204,1372.22,0.5
900,0.27001,0.52566,0.01659,2.02390,1347.93,1.1
901,0.45018,0.31198,0.68703,1.57044,1390.32,0.36
902,0.63907,0.62478,0.40489,2.80973,1014.61,7.93802
903,0.38331,0.41965,0.83025,1.35688,1386.52,11.9255
904,0.43998,0.59686,0.47248,1.74375,1144.91,3.5
905,0.62015,0.25844,0.78204,2.16577,1112.9,1.9
906,0.50656,0.70404,0.12605,1.46562,675.911,0.78
