,SigC800,SigBr730,EpsC800,EpsBr730,density,density_err
455,0.56096,0.36722,0.19896,2.25574,1293.32,0.58
456,0.59220,0.72695,0.79095,2.97203,662.309,0.094
457,0.22546,0.26875,0.17274,1.77641,1340.31,1.4
458,0.30327,0.58940,0.70579,2.49823,1196.07,13.4864
459,0.67028,0.40728,0.32874,1.25625,933.261,0.62
460,0.73193,0.50486,0.12552,1.14817,844.36,16.1108
461,0.38631,0.39043,0.96201,2.10931,1350.99,1.7
462,0.16293,0.64174,0.40784,1.63558,883.951,0.5
463,0.50886,0.25339,0.50549,2.61182,1314.24,1.3
464,0.50075,0.62239,0.14338,1.41884,968.227,0.52
465,0.17166,0.23840,0.76160,2.33272,1341.45,1.2
466,0.39472,0.48548,0.35870,1.92340,1304.96,35.9689
467,0.72408,0.37541,0.73574,2.82211,629.168,0.53
468,0.64049,0.60439,0.93250,2.71095,1043.17,0.93
469,0.33251,0.42663,0.09602,1.53157,1331.09,1.4
470,0.25438,0.74198,0.53535,2.19278,604.269,0.4
471,0.56266,0.28814,0.43770,1.05981,1247.21,0.77
472,0.53421,0.51279,0.57233,1.71437,1261.37,1.2
473,0.29872,0.34787,0.45561,2.53499,1350.81,1.6
474,0.37063,0.65101,0.91015,1.19427,860.055,0.2
475,0.60639,0.21001,0.06225,2.06125,1260.92,0.95
476,0.69152,0.70104,0.25799,2.42128,651.944,0.56
477,0.43965,0.32985,0.64658,1.33516,1340.44,1.6
478,0.21272,0.56375,0.22834,2.92386,1200.56,2.1
479,0.46490,0.46649,0.86575,1.82263,1315.44,3.8
480,0.45514,0.69254,0.69812,1.03004,706.437,0.89
481,0.22186,0.30317,0.33639,2.22518,1346.36,0.77
482,0.44999,0.55498,0.78331,1.50360,1226.64,0.79
483,0.68297,0.44169,0.18041,2.74607,1043.33,0.88
484,0.61597,0.53921,0.38488,2.85366,1153.31,0.63
485,0.36161,0.35609,0.52847,1.89301,1349.46,0.6
486,0.28856,0.67609,0.10254,2.36649,806.024,0.28
487,0.54264,0.21904,0.98496,1.38976,1264.56,0.69
488,0.57300,0.57876,0.02511,1.85316,1134.11,0.49
489,0.24582,0.41707,0.88832,2.89254,1351.79,2.4
490,0.32276,0.71609,0.47779,1.36407,612.153,11.1504
491,0.64963,0.28046,0.60984,2.38731,928.472,0.84
492,0.71391,0.63170,0.81342,2.02858,701.902,0.41
493,0.40315,0.26373,0.22194,1.22370,1341.94,1.4
494,0.18124,0.49344,0.65358,2.50016,1309.43,9.5
495,0.49173,0.40156,0.31093,1.74267,1322.84,2.1
496,0.51906,0.47839,0.91782,2.28722,1294.14,7.6
497,0.15453,0.38227,0.05461,1.46708,1335.1,1.2
498,0.37670,0.61661,0.57998,2.80805,1039.63,11.5235
499,0.74092,0.24442,0.44793,1.94058,544.586,0.8
500,0.65997,0.73537,0.25130,1.58104,556.462,0.67
501,0.31186,0.29552,0.84277,2.66667,1354.68,25.8267
502,0.23518,0.59809,0.28098,1.07773,1079.51,0.51
503,0.58302,0.43216,0.62363,2.17944,1223.48,1.1
504,0.55134,0.65681,0.36637,2.57958,881.9,0.27
505,0.28041,0.20399,0.72810,1.66521,1337.21,0.81
506,0.35379,0.51989,0.15102,2.07428,1277.98,7.9
507,0.62441,0.34099,0.75393,1.17606,1025.15,0.49
508,0.71217,0.57004,0.55830,1.28672,717.96,0.7
509,0.42016,0.46098,0.41471,2.46660,1330.52,7.9
510,0.19236,0.70762,0.95548,1.80563,713.645,0.18
511,0.48409,0.32249,0.07307,2.93811,1343.7,1.7
512,0.48464,0.57083,0.88119,2.61730,1184.96,1.8
513,0.19305,0.46184,0.02940,1.62528,1316.2,3.8
514,0.41961,0.70891,0.60076,2.09907,655.036,0.35
515,0.71148,0.32385,0.48781,1.15347,669.218,1.5
516,0.62379,0.65595,0.20043,1.26268,800.432,0.52
517,0.35332,0.20319,0.83395,2.48894,1347.14,1.2
518,0.28103,0.51853,0.28753,1.76718,1267.89,5.5
519,0.55182,0.33970,0.67988,2.97828,1277.66,0.48
520,0.58255,0.73622,0.33016,2.26513,581.764,0.63
521,0.23456,0.29630,0.70342,1.49137,1339.44,1.4
522,0.31234,0.59945,0.17223,2.76764,1141.99,12.3918
523,0.66060,0.43346,0.79433,1.97879,903.248,0.68
524,0.74161,0.47759,0.50593,1.62071,608.951,1.2
525,0.37725,0.38141,0.40452,2.62872,1346.35,3.9
526,0.15384,0.61532,0.96053,1.10055,1006.35,0.81
527,0.51851,0.24306,0.12795,2.15491,1316.48,1.6
528,0.49103,0.63030,0.73529,1.81325,961.679,9.4
529,0.18069,0.26241,0.36202,2.93025,1344.58,1.4
530,0.40385,0.49262,0.76306,1.34149,1306.77,2.7
531,0.71446,0.40080,0.14096,2.41208,913.346,1.5
532,0.65010,0.58009,0.43630,2.05092,968.683,0.39
533,0.32338,0.41846,0.53771,1.19966,1331.57,0.69
534,0.24535,0.71684,0.09653,2.54032,678.732,0.3
535,0.57238,0.28129,0.92912,1.70422,1201.3,0.3
536,0.54327,0.53789,0.06079,1.05433,1233.82,0.41
537,0.28903,0.35469,0.91257,2.20308,1346.67,3.4
538,0.36099,0.67533,0.45606,1.54181,808.043,0.54
539,0.61550,0.21821,0.56901,2.70566,1074.49,0.45
540,0.68242,0.69393,0.86524,2.81569,746.603,0.19
541,0.44930,0.30450,0.23172,1.93269,1339.67,1.4
542,0.22241,0.55580,0.64798,2.34195,1215.57,1.6
543,0.45584,0.44245,0.25563,1.41260,1321.78,25.0788
544,0.46427,0.70183,0.17990,1.73719,667.26,0.56
545,0.21224,0.33071,0.78669,2.51046,1350.39,24.6753
546,0.44028,0.56504,0.33780,1.23394,1197.31,0.5
547,0.69200,0.46785,0.69575,2.02329,793.523,0.92
548,0.60694,0.51193,0.98349,2.38088,1128.46,0.74
549,0.37133,0.34708,0.10497,1.37336,1338.12,24.5701
550,0.29817,0.64965,0.52891,2.90177,901.502,0.21
551,0.53351,0.20872,0.38156,1.84692,1286.13,0.4
552,0.56336,0.60524,0.60843,1.38038,1022.11,0.5
553,0.25493,0.42742,0.48016,2.37289,1340.62,2.1
554,0.33182,0.74333,0.88883,1.89935,552.483,0.67
555,0.63994,0.28944,0.02173,2.84446,1288.33,0.36
556,0.72360,0.62160,0.31048,2.73574,784.309,0.85
557,0.39409,0.23754,0.65690,1.50898,1347.38,0.88
558,0.17214,0.48419,0.22341,2.23050,1308.73,3.7
559,0.50137,0.37405,0.81099,1.01989,1312.74,0.65
560,0.50934,0.50347,0.44838,2.94750,1261.94,15
561,0.16355,0.38911,0.57666,1.79924,1340.71,1.5
562,0.38584,0.64092,0.05315,2.46027,946.294,0.59
563,0.73131,0.25263,0.92024,1.29593,563.718,1.2
564,0.66958,0.72828,0.62503,1.18639,569.496,0.8
565,0.30272,0.27015,0.27862,2.06889,1345.39,1.2
566,0.22616,0.59016,0.84226,1.65988,1102.68,0.13
567,0.59275,0.40810,0.25468,2.58972,1255.24,0.38
568,0.56041,0.66471,0.75539,2.18492,846.791,0.71
569,0.27073,0.22801,0.14860,1.06743,1334.8,1.2
570,0.34414,0.52702,0.72765,2.65643,1244.59,15
571,0.63351,0.36640,0.36969,1.58633,1071.87,0.56
572,0.70308,0.54576,0.07358,1.94700,1054.19,0.96
573,0.42982,0.45280,0.95210,2.79875,1345.68,11
574,0.20204,0.68250,0.41331,1.45785,725.66,0.56
575,0.47503,0.31561,0.56066,2.29346,1337.37,1.1
576,0.47089,0.65377,0.39754,1.08106,851.299,0.39
577,0.19791,0.21383,0.51433,2.16732,1335.51,1.4
578,0.42458,0.51649,0.12098,1.57659,1276.34,2.1
579,0.69784,0.35048,0.96893,2.67796,707.1,0.8
580,0.62820,0.56864,0.71080,2.78896,1040.17,1.1
581,0.33884,0.47248,0.32228,1.96845,1321.57,3.3
582,0.26666,0.70687,0.80171,2.30717,660.653,0.66
583,0.55634,0.33463,0.16436,1.44030,1289.9,0.46
584,0.59681,0.48838,0.82561,1.78553,1159.01,0.71
585,0.23022,0.37937,0.20734,2.96505,1354.93,0.85
586,0.30803,0.62596,0.67154,1.30572,956.541,0.38
587,0.67490,0.24087,0.29445,2.43882,893.856,1.6
588,0.73654,0.74700,0.03733,2.07864,534.563,0.36
589,0.39107,0.29426,0.87375,1.16486,1349.27,0.76
590,0.16770,0.61008,0.49574,2.57609,1085.03,0.67
591,0.51348,0.43127,0.59332,1.67748,1309.94,0.89
592,0.50552,0.59510,0.23912,2.35534,1147.72,6.4
593,0.17628,0.41192,0.85739,1.39408,1329.17,2.5
594,0.39933,0.73197,0.26303,2.86592,639.503,3.7
595,0.72884,0.27487,0.64012,1.88954,577.546,1.4
596,0.64525,0.64531,0.90561,1.53049,806.05,0.49
597,0.33713,0.25587,0.06920,2.72601,1344.35,1.4
598,0.25899,0.50776,0.56205,1.00227,1284.03,0.86
599,0.56742,0.39438,0.46447,2.24416,1262.1,1.3
600,0.52944,0.68751,0.54562,2.52808,774.813,0.065
601,0.29410,0.31964,0.42884,1.72354,1343.88,1.6
602,0.36602,0.54926,0.93704,2.00178,1230.69,4.5
603,0.60164,0.45746,0.08908,1.24367,1257.77,0.99
604,0.68676,0.53148,0.35367,1.35190,873.675,0.88
605,0.43504,0.36983,0.74219,2.39068,1351.43,2.9
606,0.20811,0.66879,0.13261,1.86446,778.524,0.68
607,0.46014,0.23322,0.76996,2.88807,1339.61,1.6
608,0.45052,0.52277,0.66387,2.21288,1264.36,3.6
609,0.21709,0.34496,0.30209,1.03287,1333.8,1.5
610,0.44524,0.66036,0.81797,2.69196,877.275,0.21
611,0.67836,0.20648,0.21501,1.55935,923.663,0.67
612,0.61136,0.71266,0.47278,1.91904,649.78,10
613,0.35685,0.32859,0.61630,2.83331,1353.82,3.1
614,0.28380,0.57576,0.01435,1.42232,1155.9,0.31
615,0.53804,0.46561,0.89670,2.32044,1291.59,2.3
616,0.57762,0.61935,0.11331,2.92053,1038.77,0.77
617,0.25059,0.24825,0.97657,1.83475,1340.96,1.5
618,0.32752,0.48207,0.38990,2.42573,1309.91,13
619,0.65424,0.38489,0.52200,1.32387,941.406,0.49
620,0.71853,0.60300,0.77875,1.21336,663.861,0.45
621,0.40792,0.43813,0.18734,2.03338,1331.33,3.8
622,0.18600,0.74121,0.68782,1.69442,549.164,0.49
623,0.49634,0.30027,0.34524,2.56178,1329.52,1.1
624,0.52382,0.72193,0.94471,1.46985,623.208,0.47
625,0.15914,0.28522,0.08144,2.27487,1345.16,0.98
626,0.38132,0.58367,0.55327,1.99638,1134.11,0.81
627,0.74568,0.42304,0.42117,2.75401,612.566,2.1
628,0.66473,0.49713,0.15556,2.64627,1136.99,0.48
629,0.31647,0.40418,0.74697,1.60700,1341.33,1.3
630,0.23980,0.63444,0.37665,2.13347,967.383,0.4
631,0.58779,0.26757,0.71924,1.11034,1160.83,0.44
632,0.54658,0.56069,0.27070,1.64673,1177.62,0.42
633,0.27580,0.44632,0.63248,2.60751,1334.47,2.3
634,0.34918,0.69758,0.24676,1.13591,669.904,0.73
635,0.61965,0.30927,0.84971,2.11277,1039.77,0.46
636,0.70742,0.67964,0.58501,2.47134,710.594,15
637,0.41555,0.22153,0.44148,1.27631,1339.6,1.8
638,0.18774,0.54209,0.92859,2.99980,1241.84,11
639,0.47933,0.36006,0.04625,1.75743,1337.76,0.81
640,0.48134,0.74435,0.56786,2.77659,620.225,1.8
641,0.19166,0.28617,0.46639,1.97209,1342.91,1.1
642,0.41383,0.60636,0.89996,2.25619,1106.09,1.7
643,0.70320,0.42425,0.06732,1.49805,1079.79,1.1
644,0.62284,0.48787,0.26875,1.10924,1138.21,0.95
645,0.34958,0.37343,0.64195,2.14799,1349.49,1.4
646,0.27291,0.62438,0.23332,1.61200,957.951,0.28
647,0.54589,0.23600,0.85536,2.63565,1262.98,0.86
648,0.58848,0.56163,0.13838,2.10582,1160.18,0.92
649,0.24270,0.46875,0.77196,1.14458,1311.6,1.5
650,0.31607,0.69878,0.34798,2.61056,725.073,3.4
651,0.66154,0.33198,0.74039,1.63416,862.465,0.82
652,0.74990,0.64890,0.94271,1.77416,586.367,0.37
653,0.38303,0.21225,0.09099,2.96965,1340.66,0.96
654,0.15522,0.51055,0.53979,1.25568,1281.53,1.7
655,0.52181,0.34998,0.42689,2.49759,1311.89,1.5
656,0.49242,0.52990,0.80385,1.53505,1259.27,1.9
657,0.18399,0.36496,0.17027,2.71455,1350.68,2.5
658,0.41213,0.66829,0.70909,1.06107,793.894,1.2
659,0.72025,0.22728,0.31668,2.19421,667.226,1.8
660,0.65384,0.68379,0.12274,2.33497,771.846,0.27
661,0.32433,0.31262,0.97446,1.42123,1349.31,1.4
662,0.25128,0.54661,0.39550,2.82269,1215.26,38.3932
663,0.58052,0.44937,0.50840,1.92405,1233.03,0.75
664,0.53514,0.63937,0.49781,1.33254,903.59,0.35
665,0.28311,0.25536,0.59928,2.41877,1346.02,1.3
666,0.36003,0.50289,0.03555,1.82218,1293.16,29.4947
667,0.61176,0.39281,0.86819,2.92358,1114.28,0.9
668,0.67664,0.58701,0.67323,2.53163,876.91,0.29
669,0.44102,0.40927,0.30002,1.71114,1333.25,26.7948
670,0.21911,0.72496,0.82349,2.05963,602.565,0.51
671,0.45444,0.27115,0.20146,1.19272,1333.01,1.9
672,0.46304,0.59605,0.37093,1.89235,1083.72,0.98
673,0.20880,0.43434,0.71741,2.85310,1339.64,3.6
674,0.43185,0.73319,0.16136,1.38736,563.125,0.87
675,0.68635,0.29756,0.74900,2.36426,749.359,14.256
676,0.60336,0.61455,0.54746,2.22377,1021.53,12
677,0.37024,0.24661,0.41925,1.02877,1339.97,0.74
678,0.29209,0.47619,0.95035,2.74249,1325.52,17
679,0.52552,0.38432,0.08331,1.50009,1319.3,1.2
680,0.57134,0.70994,0.92292,1.22524,662.397,0.96
681,0.26100,0.32057,0.04434,2.03022,1343.78,24.2482
682,0.33292,0.57196,0.59085,1.74588,1172.78,0.52
683,0.64353,0.45866,0.44343,2.50354,1070.59,0.35
684,0.72924,0.52220,0.24099,2.89284,846.403,0.98
685,0.40251,0.33909,0.84772,1.85359,1351.04,1.5
686,0.17559,0.65871,0.27639,2.38983,856.766,0.33
687,0.50262,0.20168,0.63429,1.36667,1309.23,0.65
688,0.51279,0.67377,0.01259,2.66514,820.592,0.16
689,0.16480,0.22096,0.89117,1.57940,1335.58,1.6
690,0.39147,0.53729,0.47482,2.17623,1242.22,4.3
691,0.73973,0.35841,0.62223,1.07435,548.742,1.3
692,0.67069,0.55267,0.81582,1.46679,853.915,0.77
693,0.30632,0.44360,0.20910,2.28678,1332.85,32.2729
694,0.23414,0.69063,0.66558,1.93805,765.812,0.32
695,0.59882,0.30548,0.30769,2.80544,1202.09,0.55
696,0.55433,0.49548,0.68614,2.46726,1268.01,0.58
697,0.26274,0.39938,0.33967,1.28728,1332.53,1.3
698,0.34056,0.63387,0.78087,2.94052,967.025,0.18
699,0.63242,0.26169,0.19322,1.80787,1128.44,0.66
700,0.69465,0.71814,0.38783,1.66662,585.573,0.33
701,0.42418,0.27827,0.51604,2.58085,1349.28,1.9
702,0.20080,0.58095,0.11509,1.17963,1140.81,0.52
703,0.47159,0.41501,0.98213,2.07778,1331.65,4.2
704,0.47682,0.48132,0.09837,1.29703,1301.55,1.6
705,0.20603,0.38843,0.93484,2.44574,1343.96,2.3
706,0.42832,0.61797,0.43427,1.79423,992.743,0.9
707,0.69879,0.25115,0.53191,2.95812,712.19,0.89
708,0.63648,0.73780,0.76498,2.56714,620.694,0.26
709,0.34462,0.30117,0.14677,1.68417,1344.47,0.82
710,0.26805,0.59995,0.73341,2.08757,1062.09,0.5
711,0.55964,0.43940,0.35638,1.15818,1260.49,0.54
712,0.59351,0.66404,0.64989,1.56961,796.431,0.46
713,0.22883,0.20585,0.26131,2.68659,1336.94,0.91
714,0.30225,0.52555,0.86329,1.08805,1266.37,1.2
715,0.66662,0.34343,0.22588,2.15868,1003.36,1.2
716,0.73560,0.57677,0.45805,2.30042,713.729,0.72
717,0.38734,0.46234,0.57478,1.44919,1319.29,4.1
718,0.15956,0.71378,0.05899,2.79570,695.581,0.12
719,0.50754,0.32542,0.90688,1.95958,1319,0.98
720,0.49738,0.69443,0.29305,2.00877,698.609,0.28
721,0.17035,0.31044,0.68164,1.23504,1337.85,1.6
722,0.39838,0.55738,0.19450,2.52108,1210.03,1.7
723,0.72510,0.44731,0.83190,1.73219,629.241,1.2
724,0.63946,0.54054,0.60667,1.87121,1015.47,0.36
725,0.32885,0.36278,0.48995,2.87919,1349.96,1.6
726,0.25569,0.67906,0.87558,1.34516,737.144,0.57
727,0.56603,0.22523,0.02769,2.39956,1315.95,0.38
728,0.53084,0.58496,0.96610,2.87461,1194.79,3.7
729,0.29741,0.42004,0.12963,1.88262,1335.86,3.1
730,0.37430,0.72278,0.50005,2.34664,616.148,0.31
731,0.60742,0.28179,0.40240,1.40101,1138.97,0.96
732,0.69050,0.63732,0.17819,1.01122,776.813,0.51
733,0.43599,0.26613,0.79640,2.23746,1348.72,0.75
734,0.21403,0.50071,0.32460,1.52155,1293.13,2.1
735,0.46827,0.40345,0.70164,2.73269,1344.1,5.2
736,0.45851,0.62962,0.84034,2.43247,994.847,0.58
737,0.22318,0.24026,0.24887,1.31500,1337.83,0.84
738,0.44633,0.49114,0.62690,2.91377,1336.81,13
739,0.68194,0.37785,0.28426,1.84364,905.158,1.1
740,0.61700,0.61112,0.05132,1.70142,989.09,0.64
741,0.36527,0.42799,0.91452,2.55313,1347.44,4.5
742,0.28724,0.74813,0.45041,1.20637,516.94,1.1
743,0.53927,0.29108,0.58245,2.04201,1283.76,0.94
744,0.57637,0.51573,0.41132,2.70090,1239.78,0.45
745,0.24714,0.35403,0.55490,1.55267,1337.8,1.7
746,0.31909,0.65236,0.07538,2.20394,900.349,0.32
747,0.64860,0.21675,0.95779,1.03957,890.547,1.1
748,0.71494,0.70347,0.72574,1.43103,587.426,0.91
749,0.40682,0.33551,0.36402,2.31351,1347.71,25.9528
750,0.17993,0.56562,0.75734,1.91035,1187.68,0.65
751,0.48836,0.47373,0.15444,2.84023,1321.95,13
752,0.51775,0.55056,0.52300,1.12698,1212.33,1.1
753,0.15116,0.45445,0.37942,2.11945,1328.14,3.1
754,0.37772,0.68838,0.98909,1.65568,714.942,0.33
755,0.74458,0.31618,0.10668,2.60082,771.416,1.2
756,0.65631,0.67166,0.33227,2.99110,795.436,0.74
757,0.31084,0.23180,0.69399,1.76437,1342.43,1.4
758,0.23855,0.53504,0.18583,2.48003,1231.23,6.2
759,0.58434,0.36912,0.78873,1.26939,1181.19,0.84
760,0.55002,0.72885,0.21745,1.98965,593.477,0.43
761,0.27704,0.27602,0.80892,2.76289,1350.96,1.3
762,0.35482,0.59180,0.31604,1.47660,1100.97,0.92
763,0.62808,0.41290,0.65868,2.26598,1065.49,1.1
764,0.70851,0.50619,0.88326,2.12647,726.196,0.28
765,0.41914,0.39713,0.02005,1.11898,1328.11,1.2
766,0.19573,0.64472,0.61431,2.65325,928.843,0.32
767,0.48541,0.25958,0.48228,1.59837,1324.13,0.84
768,0.48648,0.64309,0.25086,2.04431,940.712,0.25
769,0.19462,0.25903,0.83844,1.20804,1336.89,1.4
770,0.41805,0.50567,0.28245,2.54707,1303.58,7.9
771,0.70963,0.39553,0.62886,1.69570,683.75,0.9
772,0.62682,0.59236,0.91642,1.83762,962.389,0.36
773,0.35604,0.41453,0.04933,2.90814,1349.99,2.2
774,0.27831,0.73044,0.58049,1.31722,568.283,0.74
775,0.54879,0.27654,0.45222,2.43409,1275.32,1.3
776,0.58559,0.53341,0.55683,2.83813,1200.54,0.83
777,0.23734,0.36856,0.40948,1.90860,1341.34,24.5609
778,0.30957,0.67113,0.95592,2.31965,831.977,0.11
779,0.65755,0.23021,0.07740,1.43654,1155.46,0.72
780,0.74351,0.68893,0.36586,1.04575,552.734,0.77
781,0.37883,0.31781,0.72381,2.20953,1354.51,1.1
782,0.15225,0.55216,0.15243,1.55049,1222.97,0.79
783,0.51662,0.45496,0.75921,2.69911,1323.46,2.8
784,0.48946,0.56724,0.37773,1.27100,1181.67,0.56
785,0.17886,0.47428,0.52508,2.48226,1316.17,10
786,0.40569,0.70399,0.10879,1.75872,658.321,0.5
787,0.71603,0.33710,0.98731,2.98509,634.798,0.37
788,0.64739,0.65181,0.69192,2.59512,869.116,0.58
789,0.32035,0.21512,0.33396,1.64960,1338.26,0.91
790,0.24837,0.51413,0.79051,2.12113,1277.33,1.8
791,0.57510,0.35351,0.18372,1.12926,1262.35,0.85
792,0.54049,0.74976,0.80717,1.59656,545.441,0.69
793,0.28599,0.29163,0.21959,2.65109,1345.58,1.9
794,0.36404,0.61164,0.66073,1.12456,1030.87,0.98
795,0.61827,0.42958,0.31432,2.13267,1173.97,0.19
796,0.68084,0.49058,0.01791,2.27151,1265.01,1.4
797,0.44740,0.37622,0.88501,1.48273,1338.29,2.1
798,0.22430,0.62803,0.48400,2.76115,1005.99,0.64
799,0.45742,0.23974,0.61227,1.98754,1337.46,22.9925
800,0.46700,0.49908,0.93294,1.16370,1294.96,3.1
801,0.21527,0.40290,0.10035,2.09372,1339.53,3.3
802,0.43724,0.63680,0.53387,1.68242,915.161,0.71
803,0.68928,0.26454,0.43246,2.56504,777.866,0.48
804,0.60851,0.72334,0.14478,2.95633,657.045,0.19
805,0.37317,0.28342,0.76688,1.79205,1348.12,1.3
806,0.29634,0.58655,0.35819,2.45134,1162.02,7.6
807,0.53195,0.42056,0.73146,1.30321,1287.97,0.67
808,0.56494,0.67743,0.25947,1.95386,751.521,0.33
809,0.25682,0.22468,0.65182,2.78964,1340.73,1.5
810,0.32992,0.54002,0.22790,1.45085,1245.7,1.4
811,0.63836,0.36119,0.86142,2.30272,974.656,0.47
812,0.72637,0.55793,0.57285,2.16031,714.165,0.61
813,0.39715,0.44895,0.45989,1.09027,1323.27,1.1
814,0.16909,0.69603,0.90875,2.68095,747.934,0.23
815,0.49860,0.31096,0.05697,1.56359,1331.83,1.8
816,0.50631,0.71541,0.68372,2.40576,675.322,0.39
817,0.16083,0.32598,0.29136,1.35074,1337.61,0.74
818,0.38855,0.57729,0.83012,2.87702,1256.79,0.68
819,0.73434,0.46394,0.19661,1.86940,774.527,0.92
820,0.66774,0.52500,0.49164,1.73008,932.688,0.46
821,0.30116,0.34180,0.60459,2.51934,1350.59,0.98
822,0.22773,0.66245,0.02558,1.24117,800.468,0.53
823,0.59459,0.20533,0.87736,2.01429,1123.92,0.62
824,0.55852,0.60158,0.13177,2.72668,1140.75,12.2257
825,0.26914,0.43995,0.96435,1.51591,1325.21,27.3992
826,0.34572,0.73832,0.40068,2.23969,572.117,0.43
827,0.63541,0.30277,0.50210,1.01284,1008.88,0.92
828,0.70003,0.61741,0.79815,1.40329,720.386,0.69
829,0.42705,0.24952,0.17605,2.34832,1340.07,1.5
830,0.20482,0.47973,0.69959,1.87655,1309.37,29.5039
831,0.47807,0.38791,0.32632,2.86891,1338.81,0.68
832,0.47284,0.58151,0.71542,1.50612,1148.14,0.37
833,0.19958,0.41664,0.37283,2.74813,1340.96,3.3
834,0.42290,0.71973,0.75081,1.02655,605.2,0.92
835,0.69588,0.27879,0.15940,2.22214,906.834,0.43
836,0.63135,0.63224,0.41735,2.36196,899.527,14
837,0.34166,0.26114,0.54944,1.38570,1341.14,1.7
838,0.26383,0.49497,0.08527,2.85916,1264.32,5.9
839,0.55320,0.39779,0.94854,1.89807,1266.11,0.87
840,0.59989,0.69118,0.04241,1.36049,689.175,0.97
841,0.23303,0.30711,0.92476,2.38423,1347.73,1.1
842,0.30523,0.55427,0.44530,1.85577,1219.26,0.54
843,0.67181,0.44412,0.58883,2.89462,916.422,0.82
844,0.73848,0.53567,0.84588,2.50563,645.612,0.34
845,0.39269,0.35786,0.24292,1.74763,1343.96,0.91
846,0.16607,0.67324,0.63630,2.02408,816.458,0.92
847,0.51155,0.21937,0.27452,1.21972,1306.67,1.1
848,0.50384,0.65816,0.89286,2.81115,880.884,0.38
849,0.17433,0.20005,0.01051,1.94413,1333.61,1.7
850,0.40128,0.52061,0.62012,2.28510,1251.26,10
851,0.73051,0.33857,0.47660,1.46450,595.136,0.7
852,0.64242,0.57359,0.21118,1.07273,1013.37,0.48
853,0.33399,0.45921,0.81413,2.17400,1333.32,3.8
854,0.26212,0.71047,0.30591,1.58505,700.094,0.23
855,0.57025,0.32216,0.66769,2.67115,1234.03,0.68
856,0.52663,0.47564,0.34142,2.07226,1296.03,1.1
857,0.29102,0.38270,0.68400,1.17350,1335.87,1.4
858,0.36911,0.61296,0.19118,2.58259,1061.56,0.33
859,0.60445,0.24609,0.78259,1.66873,1095.4,0.82
860,0.68514,0.73482,0.51818,1.80967,561.066,0.36
861,0.43310,0.29811,0.38608,2.94268,1348.34,1.2
862,0.21004,0.59657,0.98041,1.28170,1081.27,1.1
863,0.46176,0.43593,0.11714,2.46106,1333.72,2.7
864,0.45335,0.72551,0.46829,2.63744,654.892,0.12
865,0.22023,0.27277,0.56587,1.61418,1339.87,0.62
866,0.44210,0.58860,0.06536,2.14240,1109.41,0.53
867,0.67553,0.40979,0.90177,1.10306,798.937,0.8
868,0.61303,0.50126,0.64394,1.49253,1106.98,0.55
869,0.35880,0.39225,0.26685,2.25005,1342.34,3.1
870,0.28185,0.63885,0.85355,1.97384,951.514,2.7
871,0.53636,0.25377,0.23528,2.77869,1300.42,1.5
872,0.57924,0.54716,0.77379,2.49596,1172.84,0.86
873,0.25252,0.45100,0.13645,1.25346,1320.53,1.3
874,0.32558,0.68538,0.73837,2.97528,779.191,0.12
875,0.65262,0.31314,0.34985,1.78018,984.183,0.73
876,0.72134,0.66666,0.09291,1.63988,717.664,0.58
877,0.41101,0.22673,0.94087,2.61662,1353.04,1.6
878,0.18292,0.52937,0.42502,1.14291,1260.08,21.2936
879,0.49352,0.36337,0.54180,2.10352,1329.81,1.4
880,0.52068,0.50999,0.16819,1.92616,1280.98,3.2
881,0.15631,0.34835,0.80554,2.82442,1352.89,1.5
882,0.38414,0.64730,0.31846,1.41509,865.546,0.51
883,0.74883,0.21174,0.70698,2.32944,507.103,0.95
884,0.66278,0.70041,0.97277,2.18801,712.954,1.3
885,0.31480,0.33253,0.12481,1.05549,1337.79,0.9
886,0.24148,0.56215,0.51051,2.71671,1198.36,0.9
887,0.58973,0.47034,0.39372,1.53686,1212.94,0.73
888,0.54466,0.62382,0.59714,1.19044,968.376,0.81
889,0.27418,0.23438,0.49956,2.05794,1339.5,0.86
890,0.35079,0.48628,0.86991,1.71722,1301.34,32.6794
891,0.62158,0.37290,0.03350,2.53733,1299,0.43
892,0.70433,0.60799,0.29827,2.92959,858.779,0.46
893,0.41275,0.42481,0.67536,1.82783,1337.47,2.9
894,0.19055,0.74487,0.20351,2.41654,559.191,0.4
895,0.48241,0.28777,0.82177,1.33093,1328.27,1.4
896,0.47820,0.54369,0.30387,2.32663,1235.44,2.6
897,0.18883,0.36058,0.66176,1.42791,1338.64,1.4
898,0.41666,0.68019,0.21293,2.83114,784.896,0.35
899,0.70635,0.22316,0.81966,1.91725,653.075,1.1
900,0.62089,0.69706,0.61841,1.55724,680.09,0.48
901,0.34790,0.30768,0.47100,2.69022,1355.5,1.4
902,0.27458,0.55907,0.89501,1.03901,1209.85,1.4
903,0.54784,0.44576,0.01643,2.21841,1326.06,29.8037
904,0.58655,0.63603,0.97829,2.55576,944.547,0.47
905,0.24107,0.26809,0.11126,1.68878,1339.38,0.87
906,0.31769,0.49768,0.51986,2.03561,1289.83,7.7
907,0.66348,0.40581,0.39165,1.21497,937.15,0.83
908,0.74681,0.58316,0.18939,1.32617,717.118,1.2
909,0.38023,0.42144,0.77703,2.42740,1344.63,2.9
910,0.15803,0.72031,0.34349,1.82868,609.333,0.28
